dataset,Cx,Cy,MolFormula,Molecule_ID,SMILES,Sidechain,Source,Tx,Ty,Tz,Theta,best_objective,interaction_energy,Full_torsion_angles,optimization_success,xyz_file_path,xyz_generated,Original_MolFormula,hash,smiles_occurrence_count
PDI,-0.2094,-3.0398,C38H38N2O4_2,C38H38N2O4_2,CCCC(CCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCC)CCC)C5=O,CCCCCCC,Pubchem,-1.0434,0.2999,3.1115,-31.136,-159.257895,-156.92852,"[-52.056, -63.439]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C38H38N2O4_2/C38H38N2O4_2.xyz,True,C38H38N2O4,52502f9c9c9e6e00,2
PDI,0.8779,-10,C34H16N4O4_1,C34H16N4O4_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccccn1)c64)C(=O)N(c1ccccn1)C5=O,c1ccncc1,Pubchem,-3.4537,0.7474,3.0598,-0.832,-178.555652,-178.269822,"[-65.065, -76.731]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C34H16N4O4_1/C34H16N4O4_1.xyz,True,C34H16N4O4,9253a50b1316ac13,1
PDI,1.4124,-4.5554,C56H56N4O4_1,C56H56N4O4_1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(N5CCCC5)cc5c6c(ccc(c7c(N8CCCC8)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CC(C)c1cccc(C(C)C)c1,Pubchem,3.1882,1.0742,3.6446,-135,-50.794777,-50.794809,"[65.801, 26.135, -41.088, -23.288, 24.184, -39.887, -44.508, -62.092]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C56H56N4O4/C56H56N4O4.xyz,True,C56H56N4O4,e92a6d50ef201b5e,1
PDI,-4.5836,-4.8617,C42H40N4O4_1,C42H40N4O4_1,CCCCCCCCN1C(=O)c2ccc3c4c(C#N)cc5c6c(ccc(c7c(C#N)cc(c2c37)C1=O)c64)C(=O)N(CCCCCCCC)C5=O,CCCCCCCC,Pubchem,1.268,-1.2992,3.2081,18.988,-154.342414,-154.342415,"[66.178, -108.566]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C42H40N4O4_1/C42H40N4O4_1.xyz,True,C42H40N4O4,51295750ca65b2bb,2
PDI,-0.5994,-3.6151,C36H36N4O4_1,C36H36N4O4_1,CCN(CC)CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCN(CC)CC)C5=O,CCN(CC)CC,Pubchem,-1.0145,0.2832,3.3923,-26.821,-155.557793,-155.557728,"[-39.206, -22.819]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C36H36N4O4_1/C36H36N4O4_1.xyz,True,C36H36N4O4,97e0d4be7a3564c8,2
PDI,0.5822,0.1341,C34H16N4O4_2,C34H16N4O4_2,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1cccnc1)c64)C(=O)N(c1cccnc1)C5=O,c1ccncc1,Pubchem,1.915,0.2633,3.0972,179.589,-176.054315,-176.026017,"[-66.671, 68.309]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C34H16N4O4_2/C34H16N4O4_2.xyz,True,C34H16N4O4,9faef7be79c0a433,2
PDI,-2.3616,-3.7563,C34H30N2O6_1,C34H30N2O6_1,CCOCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCOCC)C5=O,CCCOCC,Pubchem,-0.4913,1.1304,3.1523,-24.973,-152.80349,-152.780472,"[-80.19, -80.515]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C34H30N2O6_1/C34H30N2O6_1.xyz,True,C34H30N2O6,1e6b51b140559f08,1
PDI,-0.1415,0.8262,C42H30N2O4_1,C42H30N2O4_1,Cc1cc(C)c(N2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(c2c(C)cc(C)cc2C)C6=O)c(C)c1,Cc1cc(C)cc(C)c1,Pubchem,0.127,-1.621,3.1582,160.373,-179.720211,-174.867991,"[-47.461, -47.156]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C42H30N2O4_1/C42H30N2O4_1.xyz,True,C42H30N2O4,1e588c78e6665d6d,1
PDI,-6.1778,-0.1183,C68H66N2O6_1,C68H66N2O6_1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(Oc5ccc(C(C)(C)C)cc5)cc5c6c(ccc(c7c(Oc8ccc(C(C)(C)C)cc8)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CC(C)c1cccc(C(C)C)c1,Pubchem,-0.8123,2.6935,4.7955,-123.939,-55.122645,-55.122573,"[31.115, 9.317, 5.191, 13.788, -41.106, -12.809, -5.033, -5.696, -69.343, 10.724, -35.572, -106.714]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C68H66N2O6/C68H66N2O6.xyz,True,C68H66N2O6,bb6598d983610555,1
PDI,-3.1291,-3.7863,C40H46N6O4_1,C40H46N6O4_1,CN(C)CCCNCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCNCCCN(C)C)C5=O,CCCNCCCN(C)C,Pubchem,-0.9547,0.9238,3.2161,-14.602,-175.909346,-175.909522,"[-75.139, -75.117]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C40H46N6O4/C40H46N6O4.xyz,True,C40H46N6O4,7f2e755d2068ead0,1
PDI,2.5793,0.3984,C64H58N2O4_1,C64H58N2O4_1,CC(C)(C)c1cc(-c2ccc(N3C(=O)c4ccc5c6ccc7c8c(ccc(c9ccc(c4c59)C3=O)c86)C(=O)N(c3ccc(-c4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc3)C7=O)cc2)cc(C(C)(C)C)c1,CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1,Pubchem,-2.9499,-0.3941,3.1434,-15.174,-239.886433,-239.886474,"[21.942, 10.015, -58.01, -113.983, 33.235, 31.633, 68.755, 88.455]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C64H58N2O4_1/C64H58N2O4_1.xyz,True,C64H58N2O4,68f83b7b7b1575bc,2
PDI,0.2846,-4.1453,C32H26N2O6_1,C32H26N2O6_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCCCO)c64)C(=O)N(CCCCO)C5=O,CCCCO,Pubchem,-1.4011,0.1769,3.1362,-22.081,-152.991777,-152.827674,"[-68.045, 114.17]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C32H26N2O6_1/C32H26N2O6_1.xyz,True,C32H26N2O6,3510d2a2038de2be,2
PDI,-0.7419,10,C42H30N2O4_2,C42H30N2O4_2,Cc1cccc(CCN2C(=O)c3ccc4c5ccc6c7c(ccc(c8ccc(c3c48)C2=O)c75)C(=O)N(CCc2cccc(C)c2)C6=O)c1,CCc1cccc(C)c1,Pubchem,-3.7011,-0.2926,3.2289,4.953,-166.212191,-166.212168,"[-77.778, 2.772, 82.43, 10.025]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C42H30N2O4_2/C42H30N2O4_2.xyz,True,C42H30N2O4,3896430b339b5fd4,1
PDI,-2.0233,-0.099,C48H28N4O4_1,C48H28N4O4_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1c1ccc(Nc2ccccc2)cc1)c64)C(=O)N(c1ccc(Nc2ccccc2)cc1)C5=O,c1ccc(Nc2ccccc2)cc1,Pubchem,0.3887,-0.52,3.1086,178.99,-240.495887,-240.495922,"[68.961, 2.61, 13.86, -66.862, -9.593, -12.165]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H28N4O4/C48H28N4O4.xyz,True,C48H28N4O4,7e79566518fcc32a,1
PDI,-1.2033,-4.0996,C28H18N2O6_1,C28H18N2O6_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1CCO)c64)C(=O)N(CCO)C5=O,CCO,Pubchem,-1.807,1.1205,3.1234,-29.005,-142.976682,-142.668989,"[-43.258, -41.21]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C28H18N2O6/C28H18N2O6.xyz,True,C28H18N2O6,e5e59500c181d4ca,1
PDI,-1.0426,0.1781,C36H30N2O4_1,C36H30N2O4_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1C1CCCCC1)c64)C(=O)N(C1CCCCC1)C5=O,C1CCCCC1,Pubchem,1.3472,0.3147,3.1378,-147.417,-150.093326,-149.992467,"[53.635, -148.008]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C36H30N2O4/C36H30N2O4.xyz,True,C36H30N2O4,75246dcb9ca1f77f,1
PDI,-0.8703,0.8848,C52H49N3O6_1,C52H49N3O6_1,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3ccc4c5ccc6c7c(cc([N+](=O)[O-])c(c8ccc(c3c48)C2=O)c75)C(=O)N(c2cc(C(C)(C)C)ccc2C(C)(C)C)C6=O)c1,CC(C)(C)c1ccc(C(C)(C)C)cc1,Pubchem,2.9237,2.7441,4.3459,172.48,-80.864767,-80.864678,"[64.352, 81.691, -34.407, 13.719, 51.102, -195.807, 24.644]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C52H49N3O6/C52H49N3O6.xyz,True,C52H49N3O6,9ee4b13d873e4f04,1
PDI,-1.6595,-9.315,C42H45N3O6_1,C42H45N3O6_1,CCCCC(CCCC)N1C(=O)c2ccc3c4ccc5c6c(cc([N+](=O)[O-])c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCC)CCCC)C5=O,CCCCCCCCC,Pubchem,-3.7991,1.8812,3.1893,-30.74,-160.257256,-156.289296,"[-53.704, -72.943, -69.102]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C42H45N3O6/C42H45N3O6.xyz,True,C42H45N3O6,9cea0058224bc3a8,1
PDI,0.4043,-1.5833,C50H61N3O6_1,C50H61N3O6_1,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc([N+](=O)[O-])c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,CCCCCCCCCCCCC,Pubchem,-2.3595,3.013,3.2465,-150.777,-180.932779,-180.932811,"[74.951, -65.079, 68.62]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C50H61N3O6/C50H61N3O6.xyz,True,C50H61N3O6,6ec2dcb52d99d877,1
PDI,-2.822,-0.6908,C52H67N3O4_1,C52H67N3O4_1,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(N(C)C)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,CCCCCCCCCCCCC,Pubchem,3.7776,-2.4812,3.1603,135.145,-138.712756,-138.712837,"[-23.43, 50.971, -50.34]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C52H67N3O4/C52H67N3O4.xyz,True,C52H67N3O4,fad77facba2cc111,1
PDI,-1.085,-3.1901,C30H18N2O4_1,C30H18N2O4_1,C=CCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CC=C)C5=O,C=CC,Pubchem,-0.5284,0.5885,3.1118,-22.937,-152.902994,-151.488761,"[-84.545, -83.29]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C30H18N2O4/C30H18N2O4.xyz,True,C30H18N2O4,b9af21ec3c636057,1
PDI,0.6323,-3.382,C34H26N2O4_1,C34H26N2O4_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1C1CCCC1)c64)C(=O)N(C1CCCC1)C5=O,C1CCCC1,Pubchem,-0.5138,-0.1022,3.1349,-28.216,-151.973259,-151.748497,"[-48.279, -19.901]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C34H26N2O4/C34H26N2O4.xyz,True,C34H26N2O4,6f4b6b24daa1d52e,1
PDI,-3.1234,-4.1252,C48H54N2O4_1,C48H54N2O4_1,O=C1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C(=O)N1C1CCCCCCCCCCC1)c64)C(=O)N(C1CCCCCCCCCCC1)C5=O,C1CCCCCCCCCCC1,Pubchem,-1.7364,2.1788,3.1338,-32.671,-161.593618,-161.5936,"[-64.916, -53.487]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H54N2O4/C48H54N2O4.xyz,True,C48H54N2O4,22f4f79e24b074a1,1
PDI,-0.4212,-2.222,C42H46N2O4_1,C42H46N2O4_1,CCCCC(CCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCC)CCCC)C5=O,CCCCCCCCC,Pubchem,-1.5038,0.4295,3.1164,-30.736,-162.690857,-161.407903,"[-52.329, -64.959]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C42H46N2O4/C42H46N2O4.xyz,True,C42H46N2O4,83a9d0667725841e,1
PDI,-0.6952,-1.3507,C46H54N2O4_1,C46H54N2O4_1,CCCCCC(CCCCC)N1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCC)CCCCC)C5=O,CCCCCCCCCCC,Pubchem,-0.6826,-0.2717,3.1769,-37.755,-159.719347,-159.719405,"[-73.849, 38.381]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C46H54N2O4/C46H54N2O4.xyz,True,C46H54N2O4,356ccfdc5bf90829,1
PDI,-0.7437,-0.7551,C51H64N2O5_1,C51H64N2O5_1,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(OC)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,CCCCCCCCCCCCC,Pubchem,-0.0869,0.8902,3.1093,-31.197,-179.416777,-179.416752,"[-71.744, -85.328, -66.61]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C51H64N2O5/C51H64N2O5.xyz,True,C51H64N2O5,b378eeb1a162d20f,1
PDI,3.6546,-2.5907,C61H73N5O4_1,C61H73N5O4_1,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c2c(c(N2CCCC2)cc4c2ccc4c5c(c6[nH]c(-c7ccccc7)nc6c3c52)C(=O)N(C(CCCCCC)CCCCCC)C4=O)C1=O,CCCCCCCCCCCCC,Pubchem,-0.4758,-1.1118,3.1139,-47.954,-186.97797,-186.97804,"[-31.533, -44.084, -102.29, -73.564]",True,/home/arunima/PDI_1/data/processed/pdi_database_results_duplicates_1_xyz_files/C61H73N5O4_1/C61H73N5O4_1.xyz,True,C61H73N5O4,3380145076d5f3e0,2
PDI,-2.6755,5.0193,C56H42N2O8_1,C56H42N2O8_1,CCCCN1C(=O)c2cc(Oc3ccccc3)c3c4c(Oc5ccccc5)cc5c6c(cc(Oc7ccccc7)c(c7c(Oc8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O,CCCC,Pubchem,1.6423,5.302,4.2061,172.8,-32.177568,-32.177466,"[-49.275, 29.347, 40.424, -5.742, 26.197, 32.792, -8.263, -52.423, 20.478, 42.813]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C56H42N2O8/C56H42N2O8.xyz,True,C56H42N2O8,1cd7b85eb20939c9,1
PDI,0.8439,0.5234,C48H42N2O5_1,C48H42N2O5_1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4ccc5c6c(cc(O)c(c7ccc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CC(C)c1cccc(C(C)C)c1,Pubchem,-0.9724,4.5718,3.1229,160.383,-115.078141,-115.078104,"[-15.718, -23.399, 47.059, 37.415, -30.759, 69.511]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H42N2O5/C48H42N2O5.xyz,True,C48H42N2O5,c0c8e02a8a392b46,1
PDI,-0.2139,-2.6056,C54H46N2O4_1,C54H46N2O4_1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccccc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CC(C)c1cccc(C(C)C)c1,Pubchem,0.6564,-1.3228,3.144,-159.937,-105.170827,-104.345252,"[-26.489, -40.948, -21.325, 58.183, -16.958, 139.958, -50.488]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C54H46N2O4/C54H46N2O4.xyz,True,C54H46N2O4,b054ad34b18b71ef,1
PDI,-5.7588,0.5432,C40H40N4O6_1,C40H40N4O6_1,CCCCN1C(=O)c2ccc3c4c(N5CCOCC5)cc5c6c(cc(N7CCOCC7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O,CCCC,Pubchem,0.8953,2.3435,3.6236,-45,-115.56407,-114.692965,"[-40.921, -47.447, -51.796, 19.215]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C40H40N4O6/C40H40N4O6.xyz,True,C40H40N4O6,9652ae348eb022c8,1
PDI,-4.717,-2.5618,C68H58N2O6_1,C68H58N2O6_1,C#Cc1ccc(N2C(=O)c3ccc4c5c(Oc6ccc(C(C)(C)CC(C)(C)C)cc6)cc6c7c(ccc(c8c(Oc9ccc(C(C)(C)CC(C)(C)C)cc9)cc(c3c48)C2=O)c75)C(=O)N(c2ccc(C#C)cc2)C6=O)cc1,C#Cc1ccccc1,Pubchem,-2.121,0.4936,4.3457,-135.537,-53.050408,-53.050446,"[12.8, -17.247, 210.778, -23.207, -147.341, 44.665, -21.66, -20.535]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C68H58N2O6/C68H58N2O6.xyz,True,C68H58N2O6,d4d647e4c07cf6a4,1
PDI,-0.2028,0.6729,C52H50N2O6_1,C52H50N2O6_1,CC(C)(C)c1cc(Oc2cc3c4c(ccc5c6c(Oc7cc(C(C)(C)C)cc(C(C)(C)C)c7)cc7c8c(ccc(c2c45)c86)C(=O)NC7=O)C(=O)NC3=O)cc(C(C)(C)C)c1,H,Pubchem,-3.5257,-2.4643,3.1652,135.989,-157.0047,-157.004722,"[46.768, 52.216, 21.731, 74.502, -9.604, -19.747, 124.82, -5.431]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C52H50N2O6/C52H50N2O6.xyz,True,C52H50N2O6,3d4b6163629dff36,1
PDI,-2.6812,-3.6316,C58H78N2O4_1,C58H78N2O4_1,CCCCCCc1cc2c3cc(CCCCCC)c4c5c(c(CCCCCC)cc(c6cc(CCCCCC)c7c(c1C(=O)N(C(CC)CC)C7=O)c26)c53)C(=O)N(C(CC)CC)C4=O,CCCCC,Pubchem,0.9935,-0.971,3.7367,-14.277,-148.063205,-148.063153,"[-13.155, 46.821, -112.962, -99.791, 100.517, -45.498]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C58H78N2O4/C58H78N2O4.xyz,True,C58H78N2O4,4dfdaba0956fabe8,1
PDI,-3.0847,3.9693,C66H86N2O4_1,C66H86N2O4_1,CCC(CC)N1C(=O)c2c(CCC3CCCCC3)cc3c4cc(CCC5CCCCC5)c5c6c(c(CCC7CCCCC7)cc(c7cc(CCC8CCCCC8)c(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CCCCC,Pubchem,-3.5423,0.3428,3.4541,-74.213,-95.69189,-95.691849,"[105.402, -39.957, -24.494, -227.907, 132.604, 61.142]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C66H86N2O4/C66H86N2O4.xyz,True,C66H86N2O4,66c16a530aeabd85,1
PDI,1.6916,4.7735,C48H42N2O8_1,C48H42N2O8_1,CC(C)(C)c1ccc(Oc2cc3c4c(ccc5c6c(Oc7ccc(C(C)(C)C)cc7)cc7c8c(ccc(c2c45)c86)C(=O)N(CCO)C7=O)C(=O)N(CCO)C3=O)cc1,CCO,Pubchem,-3.0922,-0.4287,3.1977,32.498,-188.931011,-188.938052,"[-25.329, -16.98, -50.336, 87.518, -27.742, 1.205, -129.255, -2.749]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H42N2O8/C48H42N2O8.xyz,True,C48H42N2O8,c5171418842e4bc7,1
PDI,-2.8751,-2.0656,C42H44N4O4_1,C42H44N4O4_1,CCCCN1C(=O)c2ccc3c4c(N5CCCCC5)cc5c6c(ccc(c7c(N8CCCCC8)cc(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O,CCCC,Pubchem,-1.7817,0.9544,3.4686,-63.31,-135.194803,-132.684332,"[69.594, -54.019, 59.272, 17.061]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C42H44N4O4/C42H44N4O4.xyz,True,C42H44N4O4,15c180a204f03903,1
PDI,-3.1479,1.1606,C60H62N2O6_1,C60H62N2O6_1,CC(C)c1cccc(C(C)C)c1Oc1cc2c3c(ccc4c5c(Oc6c(C(C)C)cccc6C(C)C)cc6c7c(ccc(c1c34)c75)C(=O)N(C1CCCCC1)C6=O)C(=O)N(C1CCCCC1)C2=O,C1CCCCC1,Pubchem,-3.9122,3.3071,5.5032,-84.59,-41.726335,-41.72633,"[-324.812, 41.306, 46.728, -24.972, -47.742, 54.227, 27.811, 183.999, -38.381, 74.039]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C60H62N2O6/C60H62N2O6.xyz,True,C60H62N2O6,799c588c9ec086e1,1
PDI,-1.6053,-3.2884,C48H42N2O6_1,C48H42N2O6_1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4ccc5c6c(cc(O)c(c7c(O)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CC(C)c1cccc(C(C)C)c1,Pubchem,-1.1043,3.4796,3.1849,-74.188,-131.55962,-131.559635,"[-99.011, -56.807, -33.593, -40.966, 47.762, 16.928]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H42N2O6/C48H42N2O6.xyz,True,C48H42N2O6,d4b62063f9871134,1
PDI,1.5927,5.4412,C55H46N4O6_1,C55H46N4O6_1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4c(-n5cnc6ccccc65)cc5c6c(cc(O)c(c7c(O)cc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CC(C)c1cccc(C(C)C)c1,Pubchem,-1.5135,-5.7052,3.9528,176.47,-113.071152,-113.071142,"[-23.055, 38.163, -44.551, 54.228, 4.498, -51.221, 35.122]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C55H46N4O6/C55H46N4O6.xyz,True,C55H46N4O6,cf5e6a0dd6449331,1
PDI,4.6004,-3.6123,C36H29N3O6_1,C36H29N3O6_1,O=C1c2ccc3c4ccc5c6c(cc([N+](=O)[O-])c(c7ccc(c2c37)C(=O)N1C1CCCCC1)c64)C(=O)N(C1CCCCC1)C5=O,C1CCCCC1,Pubchem,-0.6968,-0.946,3.1831,-42.431,-125.392032,-125.392017,"[-46.012, -120.619, -64.892]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C36H29N3O6/C36H29N3O6.xyz,True,C36H29N3O6,55b5868d2fc44b67,1
PDI,-3.33,3.8872,C44H34N2O6_1,C44H34N2O6_1,CCCCN1C(=O)c2ccc3c4c(Oc5ccccc5)cc5c6c(ccc(c7c(Oc8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O,CCCC,Pubchem,-0.8126,-0.0494,3.2567,31.726,-165.37352,-165.396051,"[-18.62, -80.212, 17.733, -118.518, 2.401, -73.36]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C44H34N2O6/C44H34N2O6.xyz,True,C44H34N2O6,4df490642dcc35d8,1
PDI,-6.4932,2.3628,C41H33N3O7_1,C41H33N3O7_1,CCC(CC)N1C(=O)c2ccc3c4c([N+](=O)[O-])cc5c6c(ccc(c7c(-c8ccc(C=O)cc8)cc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CCCCC,Pubchem,0.9788,-6.8777,3.2902,69.579,-147.369283,-143.620221,"[-75.5, -59.227, -59.441, 35.979, 360.0]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C41H33N3O7/C41H33N3O7.xyz,True,C41H33N3O7,32fad686286a75c9,1
PDI,-0.1321,1.6019,C41H34N2O5_1,C41H34N2O5_1,CCC(CC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(C=O)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CC)CC)C5=O,CCCCC,Pubchem,-1.2989,-0.23,3.1382,140.258,-155.40242,-153.650602,"[1.569, 57.782, 115.209, -69.971]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C41H34N2O5/C41H34N2O5.xyz,True,C41H34N2O5,295960d39c3edd2b,1
PDI,-0.7655,-3.4773,C55H46N2O5_1,C55H46N2O5_1,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(C=O)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(c1c(C(C)C)cccc1C(C)C)C5=O,CC(C)c1cccc(C(C)C)c1,Pubchem,7.2292,-0.3682,2,-167.789,-52.953258,-52.953262,"[-97.06, -97.633, -24.212, -171.656, -50.664, 158.515, -1.755, 64.101]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C55H46N2O5/C55H46N2O5.xyz,True,C55H46N2O5,6b81dfc439f91b70,1
PDI,-2.2916,5.3615,C74H86N2O4_1,C74H86N2O4_1,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7cc8cc(C(C)(C)C)cc9ccc%10cc(C(C)(C)C)cc7c%10c98)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,CCCCCCCCCCCCC,Pubchem,-1.066,-1.0316,6.3422,152.803,-85.464202,-85.464201,"[-44.193, 33.663, -76.996, 82.31, -99.447]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C74H86N2O4/C74H86N2O4.xyz,True,C74H86N2O4,55f0f9e0636459ce,1
PDI,-2.7519,0.058,C48H46N2O5_1,C48H46N2O5_1,CC(C)c1cccc(C(C)C)c1Oc1cc2c3c(ccc4c5ccc6c7c(ccc(c1c34)c75)C(=O)N(C1CCCCC1)C6=O)C(=O)N(C1CCCCC1)C2=O,C1CCCCC1,Pubchem,-1.4458,1.3969,3.481,51.67,-111.743112,-111.743144,"[-49.953, 7.244, -39.713, -53.846, 62.231, -38.22]",True,/home/arunima/web_app_pdi/data/processed/pdi_xyz_files/C48H46N2O5/C48H46N2O5.xyz,True,C48H46N2O5,f81a61ca43006093,1
